Device,Algorithm,Type,Operation,Iteration,Time
Raspberry PI,ECDSA,Classical,Sign,510,0.000796
Raspberry PI,ECDSA,Classical,Verify,510,0.000057
Raspberry PI,ECDH,Classical,KeyGen,511,0.002772
Raspberry PI,ECDH,Classical,SharedSecret,511,0.000273
Raspberry PI,ECDSA,Classical,Sign,511,0.000547
Raspberry PI,ECDSA,Classical,Verify,511,0.000035
Raspberry PI,ECDH,Classical,KeyGen,512,0.003079
Raspberry PI,ECDH,Classical,SharedSecret,512,0.000277
Raspberry PI,ECDSA,Classical,Sign,512,0.000614
Raspberry PI,ECDSA,Classical,Verify,512,0.000036
Raspberry PI,ECDH,Classical,KeyGen,513,0.003512
Raspberry PI,ECDH,Classical,SharedSecret,513,0.000278
Raspberry PI,ECDSA,Classical,Sign,513,0.000666
Raspberry PI,ECDSA,Classical,Verify,513,0.000050
Raspberry PI,ECDH,Classical,KeyGen,514,0.003098
Raspberry PI,ECDH,Classical,SharedSecret,514,0.000309
Raspberry PI,ECDSA,Classical,Sign,514,0.000923
Raspberry PI,ECDSA,Classical,Verify,514,0.000053
Raspberry PI,ECDH,Classical,KeyGen,515,0.002699
Raspberry PI,ECDH,Classical,SharedSecret,515,0.000822
Raspberry PI,ECDSA,Classical,Sign,515,0.000954
Raspberry PI,ECDSA,Classical,Verify,515,0.000060
Raspberry PI,ECDH,Classical,KeyGen,516,0.002517
Raspberry PI,ECDH,Classical,SharedSecret,516,0.000273
Raspberry PI,ECDSA,Classical,Sign,516,0.000544
Raspberry PI,ECDSA,Classical,Verify,516,0.000035
Raspberry PI,ECDH,Classical,KeyGen,517,0.002857
Raspberry PI,ECDH,Classical,SharedSecret,517,0.000274
Raspberry PI,ECDSA,Classical,Sign,517,0.000561
Raspberry PI,ECDSA,Classical,Verify,517,0.000036
Raspberry PI,ECDH,Classical,KeyGen,518,0.003469
Raspberry PI,ECDH,Classical,SharedSecret,518,0.000276
Raspberry PI,ECDSA,Classical,Sign,518,0.000627
Raspberry PI,ECDSA,Classical,Verify,518,0.000052
Raspberry PI,ECDH,Classical,KeyGen,519,0.002513
Raspberry PI,ECDH,Classical,SharedSecret,519,0.000299
Raspberry PI,ECDSA,Classical,Sign,519,0.000822
Raspberry PI,ECDSA,Classical,Verify,519,0.000049
Raspberry PI,ECDH,Classical,KeyGen,520,0.002480
Raspberry PI,ECDH,Classical,SharedSecret,520,0.000318
Raspberry PI,ECDSA,Classical,Sign,520,0.000593
Raspberry PI,ECDSA,Classical,Verify,520,0.000043
Raspberry PI,ECDH,Classical,KeyGen,521,0.002486
Raspberry PI,ECDH,Classical,SharedSecret,521,0.000274
Raspberry PI,ECDSA,Classical,Sign,521,0.000684
Raspberry PI,ECDSA,Classical,Verify,521,0.000038
Raspberry PI,ECDH,Classical,KeyGen,522,0.002797
Raspberry PI,ECDH,Classical,SharedSecret,522,0.000272
Raspberry PI,ECDSA,Classical,Sign,522,0.000549
Raspberry PI,ECDSA,Classical,Verify,522,0.000034
Raspberry PI,ECDH,Classical,KeyGen,523,0.003593
Raspberry PI,ECDH,Classical,SharedSecret,523,0.000278
Raspberry PI,ECDSA,Classical,Sign,523,0.000670
Raspberry PI,ECDSA,Classical,Verify,523,0.000048
Raspberry PI,ECDH,Classical,KeyGen,524,0.003368
Raspberry PI,ECDH,Classical,SharedSecret,524,0.000289
Raspberry PI,ECDSA,Classical,Sign,524,0.000764
Raspberry PI,ECDSA,Classical,Verify,524,0.000044
Raspberry PI,ECDH,Classical,KeyGen,525,0.002766
Raspberry PI,ECDH,Classical,SharedSecret,525,0.000439
Raspberry PI,ECDSA,Classical,Sign,525,0.000887
Raspberry PI,ECDSA,Classical,Verify,525,0.000054
Raspberry PI,ECDH,Classical,KeyGen,526,0.002577
Raspberry PI,ECDH,Classical,SharedSecret,526,0.000284
Raspberry PI,ECDSA,Classical,Sign,526,0.000903
Raspberry PI,ECDSA,Classical,Verify,526,0.000065
Raspberry PI,ECDH,Classical,KeyGen,527,0.002639
Raspberry PI,ECDH,Classical,SharedSecret,527,0.000273
Raspberry PI,ECDSA,Classical,Sign,527,0.000545
Raspberry PI,ECDSA,Classical,Verify,527,0.000035
Raspberry PI,ECDH,Classical,KeyGen,528,0.003013
Raspberry PI,ECDH,Classical,SharedSecret,528,0.000277
Raspberry PI,ECDSA,Classical,Sign,528,0.000606
Raspberry PI,ECDSA,Classical,Verify,528,0.000036
Raspberry PI,ECDH,Classical,KeyGen,529,0.003491
Raspberry PI,ECDH,Classical,SharedSecret,529,0.000277
Raspberry PI,ECDSA,Classical,Sign,529,0.000643
Raspberry PI,ECDSA,Classical,Verify,529,0.000046
Raspberry PI,ECDH,Classical,KeyGen,530,0.002564
Raspberry PI,ECDH,Classical,SharedSecret,530,0.000291
Raspberry PI,ECDSA,Classical,Sign,530,0.000798
Raspberry PI,ECDSA,Classical,Verify,530,0.000052
Raspberry PI,ECDH,Classical,KeyGen,531,0.002466
Raspberry PI,ECDH,Classical,SharedSecret,531,0.000275
Raspberry PI,ECDSA,Classical,Sign,531,0.000952
Raspberry PI,ECDSA,Classical,Verify,531,0.000067
Raspberry PI,ECDH,Classical,KeyGen,532,0.002662
Raspberry PI,ECDH,Classical,SharedSecret,532,0.000274
Raspberry PI,ECDSA,Classical,Sign,532,0.000545
Raspberry PI,ECDSA,Classical,Verify,532,0.000035
Raspberry PI,ECDH,Classical,KeyGen,533,0.004155
Raspberry PI,ECDH,Classical,SharedSecret,533,0.000274
Raspberry PI,ECDSA,Classical,Sign,533,0.000672
Raspberry PI,ECDSA,Classical,Verify,533,0.000045
Raspberry PI,ECDH,Classical,KeyGen,534,0.003326
Raspberry PI,ECDH,Classical,SharedSecret,534,0.000276
Raspberry PI,ECDSA,Classical,Sign,534,0.000662
Raspberry PI,ECDSA,Classical,Verify,534,0.000044
Raspberry PI,ECDH,Classical,KeyGen,535,0.003200
Raspberry PI,ECDH,Classical,SharedSecret,535,0.000285
Raspberry PI,ECDSA,Classical,Sign,535,0.000798
Raspberry PI,ECDSA,Classical,Verify,535,0.000044
Raspberry PI,ECDH,Classical,KeyGen,536,0.002803
Raspberry PI,ECDH,Classical,SharedSecret,536,0.000287
Raspberry PI,ECDSA,Classical,Sign,536,0.000859
Raspberry PI,ECDSA,Classical,Verify,536,0.000058
Raspberry PI,ECDH,Classical,KeyGen,537,0.002462
Raspberry PI,ECDH,Classical,SharedSecret,537,0.000275
Raspberry PI,ECDSA,Classical,Sign,537,0.000786
Raspberry PI,ECDSA,Classical,Verify,537,0.000067
Raspberry PI,ECDH,Classical,KeyGen,538,0.002559
Raspberry PI,ECDH,Classical,SharedSecret,538,0.000273
Raspberry PI,ECDSA,Classical,Sign,538,0.000541
Raspberry PI,ECDSA,Classical,Verify,538,0.000035
Raspberry PI,ECDH,Classical,KeyGen,539,0.002678
Raspberry PI,ECDH,Classical,SharedSecret,539,0.000273
Raspberry PI,ECDSA,Classical,Sign,539,0.000549
Raspberry PI,ECDSA,Classical,Verify,539,0.000037
Raspberry PI,ECDH,Classical,KeyGen,540,0.002972
Raspberry PI,ECDH,Classical,SharedSecret,540,0.000272
Raspberry PI,ECDSA,Classical,Sign,540,0.000555
Raspberry PI,ECDSA,Classical,Verify,540,0.000036
Raspberry PI,ECDH,Classical,KeyGen,541,0.003221
Raspberry PI,ECDH,Classical,SharedSecret,541,0.000312
Raspberry PI,ECDSA,Classical,Sign,541,0.000627
Raspberry PI,ECDSA,Classical,Verify,541,0.000037
Raspberry PI,ECDH,Classical,KeyGen,542,0.003499
Raspberry PI,ECDH,Classical,SharedSecret,542,0.000278
Raspberry PI,ECDSA,Classical,Sign,542,0.000655
Raspberry PI,ECDSA,Classical,Verify,542,0.000045
Raspberry PI,ECDH,Classical,KeyGen,543,0.002685
Raspberry PI,ECDH,Classical,SharedSecret,543,0.000287
Raspberry PI,ECDSA,Classical,Sign,543,0.000858
Raspberry PI,ECDSA,Classical,Verify,543,0.000064
Raspberry PI,ECDH,Classical,KeyGen,544,0.002450
Raspberry PI,ECDH,Classical,SharedSecret,544,0.000274
Raspberry PI,ECDSA,Classical,Sign,544,0.000642
Raspberry PI,ECDSA,Classical,Verify,544,0.000097
Raspberry PI,ECDH,Classical,KeyGen,545,0.002450
Raspberry PI,ECDH,Classical,SharedSecret,545,0.000274
Raspberry PI,ECDSA,Classical,Sign,545,0.000693
Raspberry PI,ECDSA,Classical,Verify,545,0.000040
Raspberry PI,ECDH,Classical,KeyGen,546,0.002586
Raspberry PI,ECDH,Classical,SharedSecret,546,0.000272
Raspberry PI,ECDSA,Classical,Sign,546,0.000548
Raspberry PI,ECDSA,Classical,Verify,546,0.000034
Raspberry PI,ECDH,Classical,KeyGen,547,0.003789
Raspberry PI,ECDH,Classical,SharedSecret,547,0.000277
Raspberry PI,ECDSA,Classical,Sign,547,0.000639
Raspberry PI,ECDSA,Classical,Verify,547,0.000046
Raspberry PI,ECDH,Classical,KeyGen,548,0.003367
Raspberry PI,ECDH,Classical,SharedSecret,548,0.000284
Raspberry PI,ECDSA,Classical,Sign,548,0.000776
Raspberry PI,ECDSA,Classical,Verify,548,0.000062
Raspberry PI,ECDH,Classical,KeyGen,549,0.002583
Raspberry PI,ECDH,Classical,SharedSecret,549,0.000282
Raspberry PI,ECDSA,Classical,Sign,549,0.000783
Raspberry PI,ECDSA,Classical,Verify,549,0.000054
Raspberry PI,ECDH,Classical,KeyGen,550,0.002592
Raspberry PI,ECDH,Classical,SharedSecret,550,0.000275
Raspberry PI,ECDSA,Classical,Sign,550,0.000711
Raspberry PI,ECDSA,Classical,Verify,550,0.000066
Raspberry PI,ECDH,Classical,KeyGen,551,0.002520
Raspberry PI,ECDH,Classical,SharedSecret,551,0.000272
Raspberry PI,ECDSA,Classical,Sign,551,0.000560
Raspberry PI,ECDSA,Classical,Verify,551,0.000038
Raspberry PI,ECDH,Classical,KeyGen,552,0.002563
Raspberry PI,ECDH,Classical,SharedSecret,552,0.000272
Raspberry PI,ECDSA,Classical,Sign,552,0.000545
Raspberry PI,ECDSA,Classical,Verify,552,0.000035
Raspberry PI,ECDH,Classical,KeyGen,553,0.003285
Raspberry PI,ECDH,Classical,SharedSecret,553,0.000278
Raspberry PI,ECDSA,Classical,Sign,553,0.000667
Raspberry PI,ECDSA,Classical,Verify,553,0.000040
Raspberry PI,ECDH,Classical,KeyGen,554,0.003178
Raspberry PI,ECDH,Classical,SharedSecret,554,0.000287
Raspberry PI,ECDSA,Classical,Sign,554,0.000673
Raspberry PI,ECDSA,Classical,Verify,554,0.000042
Raspberry PI,ECDH,Classical,KeyGen,555,0.002539
Raspberry PI,ECDH,Classical,SharedSecret,555,0.000274
Raspberry PI,ECDSA,Classical,Sign,555,0.000913
Raspberry PI,ECDSA,Classical,Verify,555,0.000060
Raspberry PI,ECDH,Classical,KeyGen,556,0.002477
Raspberry PI,ECDH,Classical,SharedSecret,556,0.000272
Raspberry PI,ECDSA,Classical,Sign,556,0.000587
Raspberry PI,ECDSA,Classical,Verify,556,0.000043
Raspberry PI,ECDH,Classical,KeyGen,557,0.002539
Raspberry PI,ECDH,Classical,SharedSecret,557,0.000274
Raspberry PI,ECDSA,Classical,Sign,557,0.000558
Raspberry PI,ECDSA,Classical,Verify,557,0.000036
Raspberry PI,ECDH,Classical,KeyGen,558,0.002938
Raspberry PI,ECDH,Classical,SharedSecret,558,0.000276
Raspberry PI,ECDSA,Classical,Sign,558,0.000595
Raspberry PI,ECDSA,Classical,Verify,558,0.000035
Raspberry PI,ECDH,Classical,KeyGen,559,0.003321
Raspberry PI,ECDH,Classical,SharedSecret,559,0.000278
Raspberry PI,ECDSA,Classical,Sign,559,0.000674
Raspberry PI,ECDSA,Classical,Verify,559,0.000049
Raspberry PI,ECDH,Classical,KeyGen,560,0.002918
Raspberry PI,ECDH,Classical,SharedSecret,560,0.000285
Raspberry PI,ECDSA,Classical,Sign,560,0.000758
Raspberry PI,ECDSA,Classical,Verify,560,0.000114
Raspberry PI,ECDH,Classical,KeyGen,561,0.003064
Raspberry PI,ECDH,Classical,SharedSecret,561,0.000285
Raspberry PI,ECDSA,Classical,Sign,561,0.000737
Raspberry PI,ECDSA,Classical,Verify,561,0.000060
Raspberry PI,ECDH,Classical,KeyGen,562,0.002492
Raspberry PI,ECDH,Classical,SharedSecret,562,0.000316
Raspberry PI,ECDSA,Classical,Sign,562,0.000814
Raspberry PI,ECDSA,Classical,Verify,562,0.000055
Raspberry PI,ECDH,Classical,KeyGen,563,0.002461
Raspberry PI,ECDH,Classical,SharedSecret,563,0.000274
Raspberry PI,ECDSA,Classical,Sign,563,0.000657
Raspberry PI,ECDSA,Classical,Verify,563,0.000037
Raspberry PI,ECDH,Classical,KeyGen,564,0.002674
Raspberry PI,ECDH,Classical,SharedSecret,564,0.000274
Raspberry PI,ECDSA,Classical,Sign,564,0.000556
Raspberry PI,ECDSA,Classical,Verify,564,0.000037
Raspberry PI,ECDH,Classical,KeyGen,565,0.003375
Raspberry PI,ECDH,Classical,SharedSecret,565,0.000275
Raspberry PI,ECDSA,Classical,Sign,565,0.000695
Raspberry PI,ECDSA,Classical,Verify,565,0.000048
Raspberry PI,ECDH,Classical,KeyGen,566,0.003453
Raspberry PI,ECDH,Classical,SharedSecret,566,0.000291
Raspberry PI,ECDSA,Classical,Sign,566,0.000774
Raspberry PI,ECDSA,Classical,Verify,566,0.000047
Raspberry PI,ECDH,Classical,KeyGen,567,0.002956
Raspberry PI,ECDH,Classical,SharedSecret,567,0.000288
Raspberry PI,ECDSA,Classical,Sign,567,0.001050
Raspberry PI,ECDSA,Classical,Verify,567,0.000055
Raspberry PI,ECDH,Classical,KeyGen,568,0.002837
Raspberry PI,ECDH,Classical,SharedSecret,568,0.000290
Raspberry PI,ECDSA,Classical,Sign,568,0.000789
Raspberry PI,ECDSA,Classical,Verify,568,0.000051
Raspberry PI,ECDH,Classical,KeyGen,569,0.002692
Raspberry PI,ECDH,Classical,SharedSecret,569,0.000283
Raspberry PI,ECDSA,Classical,Sign,569,0.000765
Raspberry PI,ECDSA,Classical,Verify,569,0.000052
Raspberry PI,ECDH,Classical,KeyGen,570,0.002494
Raspberry PI,ECDH,Classical,SharedSecret,570,0.000274
Raspberry PI,ECDSA,Classical,Sign,570,0.000567
Raspberry PI,ECDSA,Classical,Verify,570,0.000041
Raspberry PI,ECDH,Classical,KeyGen,571,0.003279
Raspberry PI,ECDH,Classical,SharedSecret,571,0.000276
Raspberry PI,ECDSA,Classical,Sign,571,0.000624
Raspberry PI,ECDSA,Classical,Verify,571,0.000045
Raspberry PI,ECDH,Classical,KeyGen,572,0.003142
Raspberry PI,ECDH,Classical,SharedSecret,572,0.000280
Raspberry PI,ECDSA,Classical,Sign,572,0.000643
Raspberry PI,ECDSA,Classical,Verify,572,0.000038
Raspberry PI,ECDH,Classical,KeyGen,573,0.003301
Raspberry PI,ECDH,Classical,SharedSecret,573,0.000455
Raspberry PI,ECDSA,Classical,Sign,573,0.000653
Raspberry PI,ECDSA,Classical,Verify,573,0.000045
Raspberry PI,ECDH,Classical,KeyGen,574,0.003000
Raspberry PI,ECDH,Classical,SharedSecret,574,0.000289
Raspberry PI,ECDSA,Classical,Sign,574,0.000727
Raspberry PI,ECDSA,Classical,Verify,574,0.000045
Raspberry PI,ECDH,Classical,KeyGen,575,0.002516
Raspberry PI,ECDH,Classical,SharedSecret,575,0.000276
Raspberry PI,ECDSA,Classical,Sign,575,0.000872
Raspberry PI,ECDSA,Classical,Verify,575,0.000054
Raspberry PI,ECDH,Classical,KeyGen,576,0.003121
Raspberry PI,ECDH,Classical,SharedSecret,576,0.000282
Raspberry PI,ECDSA,Classical,Sign,576,0.000711
Raspberry PI,ECDSA,Classical,Verify,576,0.000045
Raspberry PI,ECDH,Classical,KeyGen,577,0.003358
Raspberry PI,ECDH,Classical,SharedSecret,577,0.000275
Raspberry PI,ECDSA,Classical,Sign,577,0.000619
Raspberry PI,ECDSA,Classical,Verify,577,0.000043
Raspberry PI,ECDH,Classical,KeyGen,578,0.003196
Raspberry PI,ECDH,Classical,SharedSecret,578,0.000287
Raspberry PI,ECDSA,Classical,Sign,578,0.000673
Raspberry PI,ECDSA,Classical,Verify,578,0.000046
Raspberry PI,ECDH,Classical,KeyGen,579,0.002991
Raspberry PI,ECDH,Classical,SharedSecret,579,0.000283
Raspberry PI,ECDSA,Classical,Sign,579,0.000760
Raspberry PI,ECDSA,Classical,Verify,579,0.000064
Raspberry PI,ECDH,Classical,KeyGen,580,0.002465
Raspberry PI,ECDH,Classical,SharedSecret,580,0.000272
Raspberry PI,ECDSA,Classical,Sign,580,0.000558
Raspberry PI,ECDSA,Classical,Verify,580,0.000039
Raspberry PI,ECDH,Classical,KeyGen,581,0.003300
Raspberry PI,ECDH,Classical,SharedSecret,581,0.000910
Raspberry PI,ECDSA,Classical,Sign,581,0.000644
Raspberry PI,ECDSA,Classical,Verify,581,0.000036
Raspberry PI,ECDH,Classical,KeyGen,582,0.002972
Raspberry PI,ECDH,Classical,SharedSecret,582,0.000275
Raspberry PI,ECDSA,Classical,Sign,582,0.000583
Raspberry PI,ECDSA,Classical,Verify,582,0.000036
Raspberry PI,ECDH,Classical,KeyGen,583,0.003389
Raspberry PI,ECDH,Classical,SharedSecret,583,0.000275
Raspberry PI,ECDSA,Classical,Sign,583,0.000623
Raspberry PI,ECDSA,Classical,Verify,583,0.000045
Raspberry PI,ECDH,Classical,KeyGen,584,0.003423
Raspberry PI,ECDH,Classical,SharedSecret,584,0.000349
Raspberry PI,ECDSA,Classical,Sign,584,0.000637
Raspberry PI,ECDSA,Classical,Verify,584,0.000043
Raspberry PI,ECDH,Classical,KeyGen,585,0.002954
Raspberry PI,ECDH,Classical,SharedSecret,585,0.000285
Raspberry PI,ECDSA,Classical,Sign,585,0.000721
Raspberry PI,ECDSA,Classical,Verify,585,0.000056
Raspberry PI,ECDH,Classical,KeyGen,586,0.002475
Raspberry PI,ECDH,Classical,SharedSecret,586,0.000274
Raspberry PI,ECDSA,Classical,Sign,586,0.000785
Raspberry PI,ECDSA,Classical,Verify,586,0.000065
Raspberry PI,ECDH,Classical,KeyGen,587,0.002472
Raspberry PI,ECDH,Classical,SharedSecret,587,0.000302
Raspberry PI,ECDSA,Classical,Sign,587,0.000548
Raspberry PI,ECDSA,Classical,Verify,587,0.000035
Raspberry PI,ECDH,Classical,KeyGen,588,0.002581
Raspberry PI,ECDH,Classical,SharedSecret,588,0.000272
Raspberry PI,ECDSA,Classical,Sign,588,0.000546
Raspberry PI,ECDSA,Classical,Verify,588,0.000148
Raspberry PI,ECDH,Classical,KeyGen,589,0.002833
Raspberry PI,ECDH,Classical,SharedSecret,589,0.000274
Raspberry PI,ECDSA,Classical,Sign,589,0.000563
Raspberry PI,ECDSA,Classical,Verify,589,0.000035
Raspberry PI,ECDH,Classical,KeyGen,590,0.003110
Raspberry PI,ECDH,Classical,SharedSecret,590,0.000276
Raspberry PI,ECDSA,Classical,Sign,590,0.000643
Raspberry PI,ECDSA,Classical,Verify,590,0.000048
Raspberry PI,ECDH,Classical,KeyGen,591,0.002941
Raspberry PI,ECDH,Classical,SharedSecret,591,0.000590
Raspberry PI,ECDSA,Classical,Sign,591,0.000784
Raspberry PI,ECDSA,Classical,Verify,591,0.000043
Raspberry PI,ECDH,Classical,KeyGen,592,0.003166
Raspberry PI,ECDH,Classical,SharedSecret,592,0.000282
Raspberry PI,ECDSA,Classical,Sign,592,0.000749
Raspberry PI,ECDSA,Classical,Verify,592,0.000044
Raspberry PI,ECDH,Classical,KeyGen,593,0.003241
Raspberry PI,ECDH,Classical,SharedSecret,593,0.000286
Raspberry PI,ECDSA,Classical,Sign,593,0.000843
Raspberry PI,ECDSA,Classical,Verify,593,0.000048
Raspberry PI,ECDH,Classical,KeyGen,594,0.002657
Raspberry PI,ECDH,Classical,SharedSecret,594,0.000287
Raspberry PI,ECDSA,Classical,Sign,594,0.000822
Raspberry PI,ECDSA,Classical,Verify,594,0.000061
Raspberry PI,ECDH,Classical,KeyGen,595,0.002534
Raspberry PI,ECDH,Classical,SharedSecret,595,0.000271
Raspberry PI,ECDSA,Classical,Sign,595,0.000661
Raspberry PI,ECDSA,Classical,Verify,595,0.000040
Raspberry PI,ECDH,Classical,KeyGen,596,0.002646
Raspberry PI,ECDH,Classical,SharedSecret,596,0.000273
Raspberry PI,ECDSA,Classical,Sign,596,0.000545
Raspberry PI,ECDSA,Classical,Verify,596,0.000035
Raspberry PI,ECDH,Classical,KeyGen,597,0.003134
Raspberry PI,ECDH,Classical,SharedSecret,597,0.000278
Raspberry PI,ECDSA,Classical,Sign,597,0.000686
Raspberry PI,ECDSA,Classical,Verify,597,0.000059
Raspberry PI,ECDH,Classical,KeyGen,598,0.003401
Raspberry PI,ECDH,Classical,SharedSecret,598,0.000282
Raspberry PI,ECDSA,Classical,Sign,598,0.000613
Raspberry PI,ECDSA,Classical,Verify,598,0.000044
Raspberry PI,ECDH,Classical,KeyGen,599,0.002975
Raspberry PI,ECDH,Classical,SharedSecret,599,0.000282
Raspberry PI,ECDSA,Classical,Sign,599,0.000735
Raspberry PI,ECDSA,Classical,Verify,599,0.000061
Raspberry PI,ECDH,Classical,KeyGen,600,0.002687
Raspberry PI,ECDH,Classical,SharedSecret,600,0.000276
Raspberry PI,ECDSA,Classical,Sign,600,0.000833
Raspberry PI,ECDSA,Classical,Verify,600,0.000055
Raspberry PI,ECDH,Classical,KeyGen,601,0.002516
Raspberry PI,ECDH,Classical,SharedSecret,601,0.000274
Raspberry PI,ECDSA,Classical,Sign,601,0.000623
Raspberry PI,ECDSA,Classical,Verify,601,0.000044
Raspberry PI,ECDH,Classical,KeyGen,602,0.002750
Raspberry PI,ECDH,Classical,SharedSecret,602,0.000273
Raspberry PI,ECDSA,Classical,Sign,602,0.000548
Raspberry PI,ECDSA,Classical,Verify,602,0.000036
Raspberry PI,ECDH,Classical,KeyGen,603,0.002939
Raspberry PI,ECDH,Classical,SharedSecret,603,0.000275
Raspberry PI,ECDSA,Classical,Sign,603,0.000581
Raspberry PI,ECDSA,Classical,Verify,603,0.000036
Raspberry PI,ECDH,Classical,KeyGen,604,0.003221
Raspberry PI,ECDH,Classical,SharedSecret,604,0.000276
Raspberry PI,ECDSA,Classical,Sign,604,0.000655
Raspberry PI,ECDSA,Classical,Verify,604,0.000050
Raspberry PI,ECDH,Classical,KeyGen,605,0.003051
Raspberry PI,ECDH,Classical,SharedSecret,605,0.000288
Raspberry PI,ECDSA,Classical,Sign,605,0.000742
Raspberry PI,ECDSA,Classical,Verify,605,0.000044
Raspberry PI,ECDH,Classical,KeyGen,606,0.002563
Raspberry PI,ECDH,Classical,SharedSecret,606,0.000274
Raspberry PI,ECDSA,Classical,Sign,606,0.000764
Raspberry PI,ECDSA,Classical,Verify,606,0.000071
Raspberry PI,ECDH,Classical,KeyGen,607,0.002463
Raspberry PI,ECDH,Classical,SharedSecret,607,0.000532
Raspberry PI,ECDSA,Classical,Sign,607,0.000618
Raspberry PI,ECDSA,Classical,Verify,607,0.000044
Raspberry PI,ECDH,Classical,KeyGen,608,0.002558
Raspberry PI,ECDH,Classical,SharedSecret,608,0.000273
Raspberry PI,ECDSA,Classical,Sign,608,0.000548
Raspberry PI,ECDSA,Classical,Verify,608,0.000035
Raspberry PI,ECDH,Classical,KeyGen,609,0.003094
Raspberry PI,ECDH,Classical,SharedSecret,609,0.000277
Raspberry PI,ECDSA,Classical,Sign,609,0.000788
Raspberry PI,ECDSA,Classical,Verify,609,0.000053
Raspberry PI,ECDH,Classical,KeyGen,610,0.003354
Raspberry PI,ECDH,Classical,SharedSecret,610,0.000388
Raspberry PI,ECDSA,Classical,Sign,610,0.000658
Raspberry PI,ECDSA,Classical,Verify,610,0.000043
Raspberry PI,ECDH,Classical,KeyGen,611,0.003687
Raspberry PI,ECDH,Classical,SharedSecret,611,0.000275
Raspberry PI,ECDSA,Classical,Sign,611,0.000652
Raspberry PI,ECDSA,Classical,Verify,611,0.000047
Raspberry PI,ECDH,Classical,KeyGen,612,0.003399
Raspberry PI,ECDH,Classical,SharedSecret,612,0.000275
Raspberry PI,ECDSA,Classical,Sign,612,0.000632
Raspberry PI,ECDSA,Classical,Verify,612,0.000044
Raspberry PI,ECDH,Classical,KeyGen,613,0.003084
Raspberry PI,ECDH,Classical,SharedSecret,613,0.000284
Raspberry PI,ECDSA,Classical,Sign,613,0.000731
Raspberry PI,ECDSA,Classical,Verify,613,0.000045
Raspberry PI,ECDH,Classical,KeyGen,614,0.002546
Raspberry PI,ECDH,Classical,SharedSecret,614,0.000275
Raspberry PI,ECDSA,Classical,Sign,614,0.000721
Raspberry PI,ECDSA,Classical,Verify,614,0.000063
Raspberry PI,ECDH,Classical,KeyGen,615,0.002551
Raspberry PI,ECDH,Classical,SharedSecret,615,0.000273
Raspberry PI,ECDSA,Classical,Sign,615,0.000547
Raspberry PI,ECDSA,Classical,Verify,615,0.000037
Raspberry PI,ECDH,Classical,KeyGen,616,0.002596
Raspberry PI,ECDH,Classical,SharedSecret,616,0.000272
Raspberry PI,ECDSA,Classical,Sign,616,0.000674
Raspberry PI,ECDSA,Classical,Verify,616,0.000038
Raspberry PI,ECDH,Classical,KeyGen,617,0.002681
Raspberry PI,ECDH,Classical,SharedSecret,617,0.000272
Raspberry PI,ECDSA,Classical,Sign,617,0.000631
Raspberry PI,ECDSA,Classical,Verify,617,0.000038
Raspberry PI,ECDH,Classical,KeyGen,618,0.003135
Raspberry PI,ECDH,Classical,SharedSecret,618,0.000283
Raspberry PI,ECDSA,Classical,Sign,618,0.000879
Raspberry PI,ECDSA,Classical,Verify,618,0.000045
Raspberry PI,ECDH,Classical,KeyGen,619,0.003320
Raspberry PI,ECDH,Classical,SharedSecret,619,0.000283
Raspberry PI,ECDSA,Classical,Sign,619,0.000818
Raspberry PI,ECDSA,Classical,Verify,619,0.000047
Raspberry PI,ECDH,Classical,KeyGen,620,0.002692
Raspberry PI,ECDH,Classical,SharedSecret,620,0.000288
Raspberry PI,ECDSA,Classical,Sign,620,0.001008
Raspberry PI,ECDSA,Classical,Verify,620,0.000059
Raspberry PI,ECDH,Classical,KeyGen,621,0.002475
Raspberry PI,ECDH,Classical,SharedSecret,621,0.000274
Raspberry PI,ECDSA,Classical,Sign,621,0.000639
Raspberry PI,ECDSA,Classical,Verify,621,0.000038
Raspberry PI,ECDH,Classical,KeyGen,622,0.002706
Raspberry PI,ECDH,Classical,SharedSecret,622,0.000273
Raspberry PI,ECDSA,Classical,Sign,622,0.000551
Raspberry PI,ECDSA,Classical,Verify,622,0.000035
Raspberry PI,ECDH,Classical,KeyGen,623,0.003353
Raspberry PI,ECDH,Classical,SharedSecret,623,0.000368
Raspberry PI,ECDSA,Classical,Sign,623,0.000699
Raspberry PI,ECDSA,Classical,Verify,623,0.000046
Raspberry PI,ECDH,Classical,KeyGen,624,0.003332
Raspberry PI,ECDH,Classical,SharedSecret,624,0.000289
Raspberry PI,ECDSA,Classical,Sign,624,0.000723
Raspberry PI,ECDSA,Classical,Verify,624,0.000045
Raspberry PI,ECDH,Classical,KeyGen,625,0.002512
Raspberry PI,ECDH,Classical,SharedSecret,625,0.000279
Raspberry PI,ECDSA,Classical,Sign,625,0.000778
Raspberry PI,ECDSA,Classical,Verify,625,0.000062
Raspberry PI,ECDH,Classical,KeyGen,626,0.002533
Raspberry PI,ECDH,Classical,SharedSecret,626,0.000273
Raspberry PI,ECDSA,Classical,Sign,626,0.000585
Raspberry PI,ECDSA,Classical,Verify,626,0.000036
Raspberry PI,ECDH,Classical,KeyGen,627,0.002715
Raspberry PI,ECDH,Classical,SharedSecret,627,0.000273
Raspberry PI,ECDSA,Classical,Sign,627,0.000560
